[
0,1602443967.68
1,1602443967.68,1602443973.58,5.90241909027
2,1602443977.04,1602443979.76,2.72354578972
3,1602443983.21,1602443986.71,3.49734401703
4,1602443990.17,1602443993.28,3.11189198494
5,1602443996.73,1602443999.88,3.14888000488
6,1602444003.36,1602444007.14,3.78354597092
7,1602444010.6,1602444012.71,2.10877299309
8,1602444016.18,1602444020.31,4.13173818588
9,1602444023.77,1602444027.53,3.76250982285
10,1602444030.99,1602444034.1,3.11050105095
11,1602444037.56,1602444040.71,3.15125489235
12,1602444044.17,1602444063.78,19.6102440357
13,1602444067.23,1602444083.47,16.2407660484
14,1602444086.93,1602444110.07,23.1353549957
15,1602444113.52,1602444117.28,3.75641012192
16,1602444120.74,1602444123.84,3.09906315804
17,1602444127.3,1602444130.4,3.10321903229
18,1602444133.86,1602444137.63,3.77436709404
19,1602444141.08,1602444182.62,41.5330290794
20,1602444186.07,1602444258.86,72.7852020264
21,1602444262.32,1602444265.11,2.79685902596
22,1602444268.57,1602444272.7,4.12751603127
23,1602444276.15,1602444278.21,2.05439281464
24,1602444281.66,1602444285.11,3.44775795937
25,1602444288.56,1602444291.69,3.13121294975
26,1602444295.15,1602444306.23,11.0832870007
27,1602444309.69,1602444320.31,10.6193799973
28,1602444323.77,1602444324.81,1.04123902321
29,1602444327.69,1602444329.74,2.05705881119
30,1602444333.2,1602444336.28,3.07954311371
31,1602444339.74,1602444342.19,2.44955897331
32,1602444345.64,1602444349.45,3.80182600021
33,1602444352.9,1602444355.37,2.47155308723
34,1602444358.83,1602444361.93,3.10132193565
35,1602444365.39,1602444374.37,8.98490691185
36,1602444377.83,1602444380.6,2.76918411255
37,1602444384.06,1602444387.46,3.40564990044
38,1602444390.92,1602444417.3,26.3764948845
39,1602444420.76,1602444501.27,80.5138630867
40,1602444504.74,1602444535.28,30.544426918
41,1602444538.74,1602444576.51,37.7673540115
42,1602444579.96,1602444598.82,18.8611450195
43,1602444602.3,1602444604.71,2.4143640995
44,1602444608.17,1602444635.0,26.8351340294
45,1602444638.47,1602444641.58,3.10821390152
46,1602444645.04,1602444732.71,87.6625850201
47,1602444736.19,1602444759.96,23.7681510448
48,1602444763.4,1602444771.28,7.87638306618
49,1602444774.74,1602444800.72,25.9867479801
50,1602444804.18,1602444805.24,1.05381393433
51,1602444808.11,1602444811.59,3.47955012321
52,1602444815.05,1602444860.28,45.2358548641
53,1602444863.74,1602444886.34,22.6052010059
54,1602444889.8,1602444899.96,10.1619069576
55,1602444903.42,1602445031.31,127.882287025
56,1602445034.77,1602445043.33,8.56422305107
57,1602445046.79,1602445049.26,2.46597313881
58,1602445052.72,1602445134.4,81.6820561886
59,1602445137.86,1602445182.09,44.2256789207
60,1602445185.55,1602445188.67,3.12619805336
61,1602445192.13,1602445194.87,2.73710489273
62,1602445198.33,1602445201.41,3.0847299099
63,1602445204.87,1602445208.27,3.40689611435
64,1602445211.73,1602445267.62,55.8840410709
65,1602445271.07,1602445274.53,3.45820093155
66,1602445277.98,1602445301.8,23.8140900135
67,1602445305.25,1602445314.44,9.19298195839
68,1602445317.89,1602445490.17,172.277325869
69,1602445493.62,1602445515.26,21.6331140995
70,1602445518.72,1602445532.54,13.8173899651
71,1602445536.0,1602445540.13,4.13035607338
72,1602445543.58,1602445547.65,4.06934094429
73,1602445551.1,1602445636.34,85.2389070988
74,1602445639.79,1602445657.94,18.1470940113
75,1602445661.4,1602445684.65,23.2522630692
76,1602445688.11,1602445695.72,7.6110470295
77,1602445699.17,1602445771.04,71.8706860542
78,1602445774.5,1602445867.81,93.3086378574
79,1602445871.26,1602445873.3,2.04162406921
80,1602445876.75,1602445890.75,13.9967849255
81,1602445894.21,1602445930.22,36.014081955
82,1602445933.67,1602445942.04,8.36788415909
83,1602445945.5,1602445949.71,4.21247291565
84,1602445953.18,1602445961.89,8.71472907066
85,1602445965.34,1602446018.32,52.9828169346
86,1602446021.78,1602446043.36,21.579859972
87,1602446046.82,1602446430.9,384.07738018
88,1602446434.36,1602446455.08,20.7240309715
89,1602446458.53,1602446461.6,3.06787204742
90,1602446465.06,1602446542.09,77.0305168629
91,1602446545.54,1602446560.91,15.3687269688
92,1602446564.36,1602446589.55,25.1878769398
93,1602446593.0,1602446596.78,3.77511906624
94,1602446600.23,1602446663.97,63.7393200397
]
