[
0,1602461942.21
1,1602461942.21,1602461946.45,4.24334907532
2,1602461949.91,1602461989.11,39.1969149113
3,1602461992.58,1602461993.96,1.38795900345
4,1602461997.13,1602462006.15,9.01485705376
5,1602462009.61,1602462016.94,7.32788681984
6,1602462020.4,1602462035.37,14.9742488861
7,1602462038.83,1602462051.68,12.8467719555
8,1602462055.14,1602462056.93,1.79193615913
9,1602462060.39,1602462063.91,3.52405714989
10,1602462067.38,1602462068.79,1.41496300697
11,1602462071.97,1602462074.45,2.48145389557
12,1602462077.91,1602462098.69,20.7889080048
13,1602462102.16,1602462124.81,22.6524729729
14,1602462128.27,1602462143.19,14.9198510647
15,1602462146.64,1602462149.03,2.38958001137
16,1602462152.51,1602462154.95,2.43738985062
17,1602462158.41,1602462161.15,2.74775195122
18,1602462164.61,1602462166.33,1.72388005257
19,1602462169.79,1602462172.86,3.07264089584
20,1602462176.32,1602462178.82,2.5016169548
21,1602462182.3,1602462210.49,28.1868078709
22,1602462213.94,1602462217.11,3.16750311852
23,1602462220.57,1602462227.64,7.07187604904
24,1602462231.09,1602462234.59,3.50409793854
25,1602462238.05,1602462241.92,3.86618089676
26,1602462245.38,1602462250.21,4.82736587524
27,1602462253.66,1602462256.81,3.14467978477
28,1602462260.26,1602462263.05,2.78345680237
29,1602462266.51,1602462268.24,1.73650598526
30,1602462271.71,1602462279.63,7.91521716118
31,1602462283.09,1602462284.85,1.75901603699
32,1602462288.3,1602462296.67,8.36318206787
33,1602462300.12,1602462302.24,2.11522006989
34,1602462305.7,1602462319.95,14.246117115
35,1602462323.4,1602462391.42,68.0106699467
36,1602462394.88,1602462397.34,2.46551203728
37,1602462400.8,1602462413.83,13.0317430496
38,1602462417.3,1602462438.54,21.2475008965
39,1602462442.0,1602462451.27,9.27087903023
40,1602462454.73,1602462457.86,3.12969899178
41,1602462461.32,1602462463.78,2.46394491196
42,1602462467.23,1602462469.96,2.72975993156
43,1602462473.42,1602462482.14,8.71770906448
44,1602462485.59,1602462515.16,29.5640408993
45,1602462518.61,1602462526.53,7.91731286049
46,1602462529.99,1602462550.92,20.9259669781
47,1602462554.37,1602462560.5,6.13220500946
48,1602462563.95,1602462580.69,16.7426390648
49,1602462584.16,1602462629.5,45.3438940048
50,1602462632.97,1602462635.76,2.78759694099
51,1602462639.22,1602462641.61,2.38718986511
52,1602462645.06,1602462648.83,3.77118706703
53,1602462652.29,1602462653.66,1.37621998787
54,1602462656.83,1602462658.91,2.07800316811
55,1602462662.36,1602462665.81,3.44533491135
